Image_ID,Image_Name,confidence,ymin,xmin,ymax,xmax,class,similarity
image_0667,image_0667-0.png,0.9093444347381592,0.6430555555555556,0.49609375,0.7694444444444445,0.60234375,1,0.815
image_0667,image_0667-1.png,0.793768048286438,0.6430555555555556,0.78125,0.7694444444444445,0.9078125,0,0.7812
image_0668,image_0668-0.png,0.9010953903198242,0.5930555555555556,0.07421875,0.7902777777777777,0.20546875,1,0.8047
image_0669,image_0669-0.png,0.9013296365737916,0.5430555555555555,0.64453125,0.7638888888888888,0.74609375,1,0.828
image_0669,image_0669-1.png,0.8933241963386536,0.5708333333333333,0.44140625,0.7527777777777778,0.51796875,1,0.818
image_0670,image_0670-0.png,0.8970453143119812,0.6555555555555556,0.46328125,0.7583333333333333,0.57890625,0,0.7603
image_0670,image_0670-1.png,0.8441286683082581,0.6416666666666667,0.70078125,0.7597222222222222,0.7921875,1,0.8066
image_0670,image_0670-2.png,0.6248483657836914,0.6138888888888889,0.22109375,0.7444444444444445,0.346875,1,0.8003
image_0671,image_0671-0.png,0.908958613872528,0.6958333333333333,0.2421875,0.8722222222222222,0.3984375,1,0.799
image_0671,image_0671-1.png,0.6447198987007141,0.6805555555555556,0.62890625,0.8847222222222222,0.83984375,1,0.7993
image_0672,image_0672-0.png,0.8978477716445923,0.6819444444444445,0.61015625,0.8277777777777777,0.71640625,0,0.766
image_0672,image_0672-1.png,0.8958128094673157,0.6625,0.36875,0.8152777777777778,0.45234375,0,0.783
image_0672,image_0672-2.png,0.8928257822990417,0.7055555555555556,0.87421875,0.8291666666666667,0.97890625,0,0.7754
image_0673,image_0673-0.png,0.9187310338020324,0.6472222222222223,0.68828125,0.7194444444444444,0.76171875,0,0.7725
image_0674,image_0674-0.png,0.9093161821365356,0.6791666666666667,0.85,0.8236111111111111,1.0,0,0.7944
image_0674,image_0674-1.png,0.891141414642334,0.6361111111111111,0.6625,0.7847222222222222,0.74921875,0,0.7974
image_0674,image_0674-2.png,0.888837456703186,0.6791666666666667,0.4265625,0.8083333333333333,0.59375,0,0.7773
image_0675,image_0675-0.png,0.894922137260437,0.6069444444444444,0.521875,0.7416666666666667,0.59609375,0,0.7734
image_0676,image_0676-0.png,0.9220566749572754,0.6513888888888889,0.33671875,0.7458333333333333,0.4203125,0,0.791
image_0676,image_0676-1.png,0.859103798866272,0.6319444444444444,0.5671875,0.7722222222222223,0.64609375,1,0.8037
image_0677,image_0677-0.png,0.8920124173164368,0.6305555555555555,0.2234375,0.7527777777777778,0.31953125,1,0.801
image_0678,image_0678-0.png,0.9043520092964172,0.6305555555555555,0.18671875,0.7597222222222222,0.26640625,1,0.8
image_0678,image_0678-1.png,0.8760004043579102,0.6527777777777778,0.36171875,0.775,0.42734375,0,0.788
image_0679,image_0679-0.png,0.9164722561836244,0.6013888888888889,0.4453125,0.7263888888888889,0.521875,0,0.7837
image_0679,image_0679-1.png,0.8974241018295288,0.6111111111111112,0.59296875,0.7527777777777778,0.66171875,1,0.8193
image_0680,image_0680-0.png,0.9134220480918884,0.5486111111111112,0.21015625,0.8972222222222223,0.38984375,0,0.783
image_0680,image_0680-1.png,0.9050346612930298,0.7388888888888889,0.55390625,0.8972222222222223,0.6734375,1,0.8027
image_0681,image_0681-0.png,0.9038955569267272,0.6277777777777778,0.27265625,0.7736111111111111,0.41953125,0,0.7925
image_0681,image_0681-1.png,0.8979530930519104,0.6180555555555556,0.62421875,0.7625,0.7140625,0,0.782
image_0682,image_0682-0.png,0.8992962837219238,0.6319444444444444,0.409375,0.7652777777777777,0.51484375,1,0.8193
image_0682,image_0682-1.png,0.893424928188324,0.625,0.6640625,0.7625,0.73359375,0,0.784
image_0683,image_0683-0.png,0.9282703399658204,0.6375,0.4796875,0.7958333333333333,0.625,0,0.79
image_0683,image_0683-1.png,0.8981887698173523,0.6305555555555555,0.71328125,0.7708333333333334,0.8,0,0.7773
image_0683,image_0683-2.png,0.8967008590698242,0.6708333333333333,0.28359375,0.7861111111111111,0.37265625,0,0.7856
image_0684,image_0684-0.png,0.8243188261985779,0.6805555555555556,0.61875,0.7847222222222222,0.715625,0,0.787
image_0685,image_0685-0.png,0.9039229154586792,0.6708333333333333,0.515625,0.7736111111111111,0.60234375,1,0.8076
image_0685,image_0685-1.png,0.879911482334137,0.6763888888888889,0.75390625,0.8041666666666667,0.85546875,0,0.788
image_0686,image_0686-0.png,0.8995131850242615,0.6541666666666667,0.528125,0.7736111111111111,0.6171875,1,0.8174
image_0686,image_0686-1.png,0.8896419405937195,0.6333333333333333,0.7203125,0.7708333333333334,0.80859375,0,0.794
image_0686,image_0686-2.png,0.8804033994674683,0.6236111111111111,0.3796875,0.7847222222222222,0.45234375,1,0.8223
image_0687,image_0687-0.png,0.905360996723175,0.6111111111111112,0.66171875,0.7694444444444445,0.73203125,0,0.772
image_0687,image_0687-1.png,0.8887750506401062,0.6152777777777778,0.47109375,0.7680555555555556,0.521875,0,0.778
image_0688,image_0688-0.png,0.8980808854103088,0.775,0.3109375,0.9125,0.43125,0,0.782
image_0688,image_0688-1.png,0.8823138475418091,0.7513888888888889,0.10078125,0.9152777777777776,0.225,0,0.7896
image_0688,image_0688-2.png,0.8676579594612122,0.7819444444444444,0.52890625,0.9180555555555556,0.7515625,1,0.803
image_0689,image_0689-0.png,0.9103343486785888,0.7027777777777777,0.15546875,0.8819444444444444,0.2734375,0,0.788
image_0690,image_0690-0.png,0.89387047290802,0.7527777777777778,0.34765625,0.8888888888888888,0.45,1,0.8022
image_0690,image_0690-1.png,0.8734040856361389,0.6972222222222222,0.1375,0.8555555555555555,0.25703125,1,0.835
image_0690,image_0690-2.png,0.8529205322265625,0.7527777777777778,0.67421875,0.8819444444444444,0.79375,0,0.7793
image_0691,image_0691-0.png,0.8980637788772583,0.6861111111111111,0.50234375,0.8847222222222222,0.60625,0,0.7744
image_0692,image_0692-0.png,0.9051631689071656,0.6972222222222222,0.13359375,0.8583333333333333,0.25234375,1,0.8057
image_0692,image_0692-1.png,0.8951600193977356,0.7041666666666667,0.70625,0.8180555555555555,0.80859375,1,0.8135
image_0693,image_0693-0.png,0.9023435711860656,0.7,0.52890625,0.8222222222222222,0.62421875,1,0.8213
image_0694,image_0694-0.png,0.896731436252594,0.7180555555555556,0.25546875,0.8555555555555555,0.390625,0,0.7773
image_0694,image_0694-1.png,0.8914446234703064,0.7333333333333333,0.5328125,0.8777777777777778,0.64375,1,0.811
image_0695,image_0695-0.png,0.8920590281486511,0.6652777777777777,0.7140625,0.7944444444444444,0.83359375,1,0.81
image_0695,image_0695-1.png,0.8849816918373108,0.6916666666666667,0.5609375,0.8333333333333334,0.65859375,0,0.778
image_0696,image_0696-0.png,0.9022343754768372,0.6458333333333334,0.878125,0.8041666666666667,0.96328125,0,0.7974
image_0696,image_0696-1.png,0.8693929314613342,0.6944444444444444,0.6203125,0.8152777777777778,0.721875,0,0.772
image_0696,image_0696-2.png,0.8693406581878662,0.6763888888888889,0.246875,0.8152777777777778,0.3859375,0,0.785
image_0697,image_0697-0.png,0.9184776544570924,0.6208333333333333,0.6703125,0.7541666666666667,0.75,0,0.7866
image_0698,image_0698-0.png,0.9316068291664124,0.5291666666666667,0.7421875,0.8013888888888889,0.86484375,1,0.823
image_0698,image_0698-1.png,0.9179599285125732,0.5763888888888888,0.2265625,0.775,0.31640625,0,0.7856
image_0698,image_0698-2.png,0.9167017936706544,0.675,0.4765625,0.7944444444444444,0.5703125,1,0.803
image_0699,image_0699-0.png,0.92711079120636,0.6527777777777778,0.2765625,0.8583333333333333,0.39375,0,0.7793
image_0700,image_0700-0.png,0.9191296696662904,0.6333333333333333,0.42109375,0.8305555555555556,0.51328125,0,0.795
image_0700,image_0700-1.png,0.9078768491744996,0.6027777777777777,0.021875,0.7777777777777778,0.1046875,0,0.791
image_0701,image_0701-0.png,0.8895614147186279,0.7027777777777777,0.10546875,0.8222222222222222,0.228125,0,0.7896
image_0702,image_0702-0.png,0.9137110114097596,0.6555555555555556,0.35078125,0.7611111111111111,0.4375,1,0.8193
image_0702,image_0702-1.png,0.9089942574501038,0.6333333333333333,0.19609375,0.7402777777777778,0.26953125,1,0.802
image_0703,image_0703-0.png,0.9071837067604064,0.6194444444444445,0.6125,0.7611111111111111,0.6890625,1,0.804
image_0703,image_0703-1.png,0.9036338925361632,0.6486111111111111,0.440625,0.7861111111111111,0.54375,0,0.7793
image_0704,image_0704-0.png,0.9029191136360168,0.475,0.2734375,0.8555555555555555,0.4171875,0,0.7666
image_0704,image_0704-1.png,0.8842437267303467,0.7361111111111112,0.54375,0.8722222222222222,0.675,0,0.7295
image_0705,image_0705-0.png,0.9148274064064026,0.6333333333333333,0.4953125,0.7458333333333333,0.56328125,1,0.82
image_0705,image_0705-1.png,0.9118913412094116,0.6291666666666667,0.6578125,0.7458333333333333,0.75859375,0,0.773
image_0705,image_0705-2.png,0.9090394377708436,0.5805555555555556,0.78046875,0.7777777777777778,0.96015625,0,0.789
image_0706,image_0706-0.png,0.8996185064315796,0.5833333333333334,0.5296875,0.7625,0.6828125,0,0.766
image_0707,image_0707-0.png,0.8697337508201599,0.5847222222222223,0.309375,0.7736111111111111,0.43671875,0,0.7456
image_0707,image_0707-1.png,0.8601236343383789,0.6611111111111111,0.5578125,0.7819444444444444,0.63359375,0,0.787
image_0708,image_0708-0.png,0.92743182182312,0.5666666666666667,0.57734375,0.8,0.709375,1,0.81
image_0708,image_0708-1.png,0.8472718596458435,0.5958333333333333,0.10390625,0.8375,0.28671875,0,0.7754
image_0709,image_0709-0.png,0.9084637761116028,0.6347222222222222,0.54921875,0.7902777777777777,0.6484375,0,0.774
image_0709,image_0709-1.png,0.8980633616447449,0.6041666666666666,0.22890625,0.8375,0.37890625,0,0.7944
image_0710,image_0710-0.png,0.8250747919082642,0.6138888888888889,0.409375,0.7708333333333334,0.54609375,1,0.8027
image_0711,image_0711-0.png,0.9075443148612976,0.6152777777777778,0.45234375,0.7777777777777778,0.565625,0,0.782
image_0711,image_0711-1.png,0.896307110786438,0.6402777777777777,0.284375,0.7388888888888889,0.375,1,0.813
image_0711,image_0711-2.png,0.8954512476921082,0.6055555555555555,0.684375,0.7375,0.77421875,0,0.791
image_0712,image_0712-0.png,0.9038126468658448,0.6097222222222223,0.3109375,0.8055555555555556,0.40078125,0,0.7954
image_0712,image_0712-1.png,0.8581220507621765,0.6055555555555555,0.50078125,0.875,0.709375,0,0.7705
image_0713,image_0713-0.png,0.8933767080307007,0.5736111111111111,0.6203125,0.7013888888888888,0.7375,0,0.7754
image_0713,image_0713-1.png,0.8798412680625916,0.6041666666666666,0.48046875,0.6930555555555555,0.60078125,0,0.797
image_0713,image_0713-2.png,0.8667153716087341,0.6166666666666667,0.40234375,0.6888888888888889,0.44765625,1,0.8076
image_0714,image_0714-0.png,0.901008665561676,0.625,0.540625,0.7236111111111111,0.62421875,0,0.7793
image_0714,image_0714-1.png,0.8851587772369385,0.6166666666666667,0.41171875,0.7083333333333334,0.4828125,0,0.785
image_0714,image_0714-2.png,0.8207907676696777,0.4958333333333333,0.7015625,0.7319444444444444,0.7875,0,0.7725
image_0715,image_0715-0.png,0.8998509645462036,0.6513888888888889,0.43671875,0.8194444444444444,0.55859375,0,0.7837
image_0715,image_0715-1.png,0.881863534450531,0.6138888888888889,0.15234375,0.8680555555555556,0.3625,0,0.7783
image_0716,image_0716-0.png,0.8994694948196411,0.5680555555555555,0.25703125,0.7430555555555556,0.35234375,0,0.7817
image_0716,image_0716-1.png,0.8568952083587646,0.6486111111111111,0.53828125,0.7208333333333333,0.634375,1,0.81
image_0717,image_0717-0.png,0.8824062347412109,0.6527777777777778,0.61484375,0.7583333333333333,0.6984375,0,0.7803
image_0717,image_0717-1.png,0.8478092551231384,0.5083333333333333,0.33828125,0.7833333333333333,0.46796875,0,0.794
image_0717,image_0717-2.png,0.8405060172080994,0.6625,0.12421875,0.7777777777777778,0.2109375,0,0.7744
image_0718,image_0718-0.png,0.8859241008758545,0.6055555555555555,0.46640625,0.8208333333333333,0.62734375,1,0.801
image_0719,image_0719-0.png,0.90766841173172,0.5236111111111111,0.5625,0.8402777777777778,0.69140625,0,0.7695
image_0719,image_0719-1.png,0.8915071487426758,0.6888888888888889,0.303125,0.8333333333333334,0.4078125,1,0.8174
image_0720,image_0720-0.png,0.9252913594245912,0.6291666666666667,0.2734375,0.8402777777777778,0.3828125,0,0.794
image_0720,image_0720-1.png,0.903497576713562,0.5208333333333334,0.4125,0.8611111111111112,0.57265625,0,0.752
image_0721,image_0721-0.png,0.915174126625061,0.7472222222222222,0.3875,0.9444444444444444,0.54765625,0,0.785
image_0721,image_0721-1.png,0.9073742628097534,0.7138888888888889,0.06953125,0.9972222222222222,0.26796875,1,0.8047
image_0721,image_0721-2.png,0.8655882477760315,0.6888888888888889,0.64453125,0.9805555555555556,0.87109375,0,0.7656
image_0722,image_0722-0.png,0.8748600482940674,0.5930555555555556,0.13125,0.9819444444444444,0.33359375,1,0.8105
image_0723,image_0723-0.png,0.9041609168052672,0.6708333333333333,0.48828125,0.8861111111111111,0.5875,1,0.803
image_0723,image_0723-1.png,0.8948746919631958,0.6541666666666667,0.03359375,0.9069444444444444,0.2046875,0,0.746
image_0724,image_0724-0.png,0.8846095204353333,0.7388888888888889,0.43359375,0.8638888888888889,0.54765625,1,0.8022
image_0724,image_0724-1.png,0.8779922127723694,0.6347222222222222,0.13359375,0.8291666666666667,0.35,1,0.848
image_0725,image_0725-0.png,0.906449556350708,0.5208333333333334,0.24921875,0.8361111111111111,0.39453125,0,0.795
image_0725,image_0725-1.png,0.899779200553894,0.6986111111111111,0.48828125,0.8486111111111111,0.63671875,1,0.8066
image_0726,image_0726-0.png,0.9189311265945436,0.6277777777777778,0.453125,0.8152777777777778,0.62734375,0,0.778
image_0727,image_0727-0.png,0.9342154264450072,0.5708333333333333,0.6765625,0.7722222222222223,0.7828125,1,0.816
image_0727,image_0727-1.png,0.8882557153701782,0.6541666666666667,0.45390625,0.8041666666666667,0.52109375,0,0.76
image_0727,image_0727-2.png,0.8772123456001282,0.4819444444444444,0.27421875,0.7736111111111111,0.3765625,0,0.7705
image_0728,image_0728-0.png,0.9010201096534728,0.5513888888888889,0.034375,0.7527777777777778,0.22734375,1,0.8096
image_0728,image_0728-1.png,0.8968755602836609,0.5833333333333334,0.5109375,0.75,0.590625,0,0.758
image_0729,image_0729-0.png,0.9169973134994508,0.5555555555555556,0.1984375,0.7375,0.290625,0,0.7886
image_0729,image_0729-1.png,0.9125348329544068,0.4625,0.32265625,0.7430555555555556,0.41015625,1,0.832
image_0729,image_0729-2.png,0.9062775373458862,0.4861111111111111,0.715625,0.7708333333333334,0.84375,0,0.785
image_0730,image_0730-0.png,0.896355926990509,0.6069444444444444,0.7078125,0.8972222222222223,0.96015625,0,0.7686
image_0731,image_0731-0.png,0.8171209096908569,0.5166666666666667,0.4265625,0.7888888888888889,0.5296875,1,0.8037
image_0731,image_0731-1.png,0.7811381220817566,0.5958333333333333,0.09765625,0.8027777777777778,0.2796875,0,0.7554
image_0732,image_0732-0.png,0.9154438972473145,0.5138888888888888,0.1,0.8166666666666667,0.28359375,1,0.8125
image_0732,image_0732-1.png,0.9092797040939332,0.5347222222222222,0.32734375,0.8680555555555556,0.490625,1,0.802
image_0733,image_0733-0.png,0.9238333106040956,0.5263888888888889,0.1296875,0.8152777777777778,0.290625,1,0.8125
image_0733,image_0733-1.png,0.8919952511787415,0.5,0.56953125,0.8416666666666667,0.7484375,0,0.789
image_0734,image_0734-0.png,0.8044976592063904,0.6402777777777777,0.10859375,0.8708333333333333,0.30859375,0,0.77
image_0735,image_0735-0.png,0.8987833261489868,0.6277777777777778,0.6984375,0.8555555555555555,0.81640625,1,0.817
image_0735,image_0735-1.png,0.7696967720985413,0.5472222222222223,0.30234375,0.8138888888888889,0.415625,1,0.8213
image_0736,image_0736-0.png,0.8872740864753723,0.6625,0.759375,0.8263888888888888,0.97421875,1,0.8174
image_0737,image_0737-0.png,0.8951076865196228,0.7486111111111111,0.3484375,0.9236111111111112,0.46875,1,0.8203
image_0737,image_0737-1.png,0.8803109526634216,0.6791666666666667,0.6765625,1.0,0.86875,1,0.8115
image_0738,image_0738-0.png,0.9066986441612244,0.6736111111111112,0.43984375,0.9111111111111112,0.69296875,1,0.837
image_0738,image_0738-1.png,0.9010890126228333,0.7513888888888889,0.14765625,0.925,0.278125,1,0.815
image_0739,image_0739-0.png,0.9007464051246644,0.7069444444444445,0.22890625,0.9402777777777778,0.42109375,1,0.8125
image_0740,image_0740-0.png,0.9048572778701782,0.4930555555555556,0.2296875,0.8041666666666667,0.3515625,1,0.838
image_0740,image_0740-1.png,0.8842581510543823,0.6583333333333333,0.65546875,0.8444444444444444,0.83046875,1,0.836
image_0741,image_0741-0.png,0.9216442704200744,0.7472222222222222,0.49921875,0.9472222222222222,0.61953125,1,0.8228
image_0741,image_0741-1.png,0.9099318385124208,0.6708333333333333,0.0484375,0.9152777777777776,0.284375,1,0.851
image_0741,image_0741-2.png,0.8619850873947144,0.7833333333333333,0.7421875,0.9361111111111112,0.90390625,1,0.833
image_0742,image_0742-0.png,0.91214519739151,0.7013888888888888,0.771875,0.8541666666666666,0.9171875,0,0.7812
image_0742,image_0742-1.png,0.8962880373001099,0.7152777777777778,0.6265625,0.8444444444444444,0.7609375,0,0.7754
image_0742,image_0742-2.png,0.8857818841934204,0.4875,0.3109375,0.8541666666666666,0.4234375,1,0.821
image_0743,image_0743-0.png,0.8698745965957642,0.4833333333333333,0.6640625,0.8944444444444445,0.77734375,1,0.806
image_0744,image_0744-0.png,0.910349428653717,0.7375,0.38828125,0.8902777777777777,0.50390625,0,0.757
image_0744,image_0744-1.png,0.8761498332023621,0.4847222222222222,0.775,0.9583333333333334,0.92265625,0,0.7817
image_0744,image_0744-2.png,0.8497939109802246,0.7680555555555556,0.584375,0.9472222222222222,0.68515625,1,0.822
image_0745,image_0745-0.png,0.9076883792877196,0.7069444444444445,0.2890625,0.9277777777777778,0.4125,1,0.833
image_0745,image_0745-1.png,0.8886080980300903,0.6958333333333333,0.72890625,0.9027777777777778,0.98046875,0,0.784
image_0745,image_0745-2.png,0.8653345704078674,0.7125,0.578125,0.9041666666666668,0.659375,0,0.7812
image_0746,image_0746-0.png,0.9176408052444458,0.6819444444444445,0.74375,0.8638888888888889,0.85859375,1,0.8135
image_0746,image_0746-1.png,0.9067447781562804,0.7069444444444445,0.3046875,0.9083333333333332,0.46484375,0,0.7915
image_0746,image_0746-2.png,0.8013348579406738,0.6305555555555555,0.53828125,1.0013888888888889,0.6515625,1,0.8076
image_0747,image_0747-0.png,0.8941202759742737,0.6847222222222222,0.39375,0.8125,0.46640625,1,0.8223
image_0747,image_0747-1.png,0.8905211091041565,0.6027777777777777,0.16484375,0.8805555555555555,0.309375,0,0.787
image_0748,image_0748-0.png,0.9238560199737548,0.6152777777777778,0.4140625,0.7819444444444444,0.590625,1,0.801
image_0748,image_0748-1.png,0.8856356739997864,0.6847222222222222,0.6953125,0.8013888888888889,0.80625,1,0.8027
image_0748,image_0748-2.png,0.8727431297302246,0.6444444444444445,0.3125,0.7763888888888889,0.40859375,0,0.792
image_0749,image_0749-0.png,0.9256973266601562,0.6527777777777778,0.3703125,0.8708333333333333,0.49296875,1,0.803
image_0749,image_0749-1.png,0.9088613986968994,0.7111111111111111,0.1109375,0.9180555555555556,0.27734375,1,0.8047
image_0749,image_0749-2.png,0.8835527300834656,0.4791666666666667,0.60390625,0.9347222222222222,0.74453125,1,0.8228
image_0750,image_0750-0.png,0.8964766263961792,0.55,0.634375,0.8861111111111111,0.82890625,1,0.8076
image_0750,image_0750-1.png,0.8651360869407654,0.6916666666666667,0.3953125,0.8444444444444444,0.471875,0,0.742
image_0751,image_0751-0.png,0.9053363800048828,0.7097222222222223,0.10234375,0.8763888888888889,0.2203125,0,0.7764
image_0751,image_0751-1.png,0.8815516233444214,0.4847222222222222,0.28046875,0.9277777777777778,0.43359375,0,0.797
image_0752,image_0752-0.png,0.9064297080039978,0.5,0.34296875,0.8458333333333333,0.44453125,1,0.841
image_0753,image_0753-0.png,0.91240257024765,0.6805555555555556,0.18984375,0.8958333333333334,0.34609375,0,0.7886
image_0753,image_0753-1.png,0.9018068313598632,0.7041666666666667,0.5765625,0.8666666666666667,0.79140625,0,0.796
image_0754,image_0754-0.png,0.9103506207466124,0.5986111111111111,0.353125,0.9388888888888888,0.48125,1,0.815
image_0754,image_0754-1.png,0.8887473344802856,0.5333333333333333,0.590625,0.9930555555555556,0.76953125,1,0.857
image_0755,image_0755-0.png,0.9285945892333984,0.6041666666666666,0.140625,0.8958333333333334,0.25625,1,0.8057
image_0756,image_0756-0.png,0.9069736003875732,0.4847222222222222,0.4890625,0.7847222222222222,0.5859375,1,0.8213
image_0756,image_0756-1.png,0.8849450945854187,0.6319444444444444,0.34609375,0.7847222222222222,0.4328125,0,0.7827
image_0757,image_0757-0.png,0.905859649181366,0.6611111111111111,0.2828125,0.7541666666666667,0.36328125,0,0.7847
image_0757,image_0757-1.png,0.8875027894973755,0.6375,0.5078125,0.7625,0.66484375,1,0.84
image_0757,image_0757-2.png,0.8603207468986511,0.6333333333333333,0.3953125,0.7680555555555556,0.4625,1,0.8125
image_0758,image_0758-0.png,0.9334853291511536,0.525,0.48359375,0.7944444444444444,0.609375,1,0.8223
image_0758,image_0758-1.png,0.9152577519416808,0.5902777777777778,0.3734375,0.7666666666666667,0.47578125,1,0.809
image_0758,image_0758-2.png,0.9117000699043274,0.5541666666666667,0.26875,0.7486111111111111,0.3703125,1,0.8037
image_0759,image_0759-0.png,0.9013944864273072,0.6569444444444444,0.315625,0.8041666666666667,0.50078125,1,0.8564
image_0760,image_0760-0.png,0.893570065498352,0.4694444444444444,0.2078125,0.9208333333333332,0.3609375,1,0.828
image_0761,image_0761-0.png,0.9154869914054872,0.6152777777777778,0.3796875,0.8597222222222223,0.53984375,1,0.8423
image_0761,image_0761-1.png,0.892727792263031,0.6361111111111111,0.0015625,0.8125,0.20703125,0,0.785
image_0762,image_0762-0.png,0.9016382694244384,0.4861111111111111,0.28203125,0.8222222222222222,0.39375,1,0.8345
image_0762,image_0762-1.png,0.785942792892456,0.6638888888888889,0.07734375,0.8041666666666667,0.24296875,1,0.8237
image_0763,image_0763-0.png,0.8868001699447632,0.6625,0.65078125,0.8444444444444444,0.8734375,1,0.814
image_0764,image_0764-0.png,0.8735569715499878,0.6486111111111111,0.71796875,0.975,0.93359375,0,0.7725
image_0764,image_0764-1.png,0.8667351603507996,0.6944444444444444,0.3234375,0.8625,0.49453125,0,0.7954
image_0765,image_0765-0.png,0.9084580540657043,0.5597222222222222,0.18671875,0.8166666666666667,0.3171875,1,0.835
image_0765,image_0765-1.png,0.9055609107017516,0.6263888888888889,0.6640625,0.8111111111111111,0.75,0,0.7803
image_0765,image_0765-2.png,0.8889163732528687,0.4666666666666667,0.5046875,0.8333333333333334,0.60546875,1,0.8115
image_0766,image_0766-0.png,0.9223452210426332,0.6458333333333334,0.4046875,0.8097222222222222,0.5296875,1,0.812
image_0766,image_0766-1.png,0.9038838744163512,0.7027777777777777,0.60703125,0.8430555555555556,0.725,0,0.7954
image_0766,image_0766-2.png,0.9018973708152772,0.6166666666666667,0.12734375,0.8,0.334375,1,0.8203
image_0767,image_0767-0.png,0.8667581677436829,0.5125,0.078125,1.0027777777777778,0.38984375,1,0.8184
image_0768,image_0768-0.png,0.9231756329536438,0.625,0.4984375,0.8666666666666667,0.6609375,0,0.766
image_0768,image_0768-1.png,0.8792922496795654,0.6805555555555556,0.0609375,0.7930555555555555,0.21796875,0,0.767
image_0768,image_0768-2.png,0.5227659940719604,0.7097222222222223,0.3578125,0.7972222222222223,0.421875,1,0.8213
image_0768,image_0768-3.png,0.5096870064735413,0.6861111111111111,0.25859375,0.8513888888888889,0.4234375,1,0.806
image_0769,image_0769-0.png,0.9123175740242004,0.6291666666666667,0.4046875,0.8347222222222223,0.5859375,0,0.779
image_0769,image_0769-1.png,0.8970242142677307,0.6736111111111112,0.21875,0.7958333333333333,0.31875,0,0.7793
image_0769,image_0769-2.png,0.8886356949806213,0.7097222222222223,0.6125,0.8583333333333333,0.7296875,0,0.75
image_0770,image_0770-0.png,0.9188207387924194,0.6375,0.61953125,0.8708333333333333,0.8015625,0,0.7817
image_0770,image_0770-1.png,0.8959476351737976,0.5958333333333333,0.3078125,0.8333333333333334,0.44140625,0,0.7637
image_0770,image_0770-2.png,0.8906344771385193,0.6694444444444444,0.45859375,0.8569444444444444,0.56640625,0,0.7783
image_0771,image_0771-0.png,0.9229228496551514,0.6166666666666667,0.21875,0.8,0.38828125,0,0.7905
image_0772,image_0772-0.png,0.914930522441864,0.6097222222222223,0.70234375,0.7638888888888888,0.82578125,1,0.8105
image_0773,image_0773-0.png,0.9120945930480956,0.5958333333333333,0.23828125,0.7875,0.3796875,0,0.793
image_0773,image_0773-1.png,0.8968073129653931,0.5944444444444444,0.5265625,0.75,0.5953125,1,0.8125
image_0773,image_0773-2.png,0.8899450898170471,0.6652777777777777,0.60625,0.7583333333333333,0.71171875,0,0.77
image_0774,image_0774-0.png,0.9054378271102904,0.5486111111111112,0.446875,0.9180555555555556,0.64140625,1,0.8
image_0774,image_0774-1.png,0.8846915364265442,0.7916666666666666,0.60859375,0.9263888888888888,0.75546875,0,0.7656
image_0774,image_0774-2.png,0.8405672311782837,0.7541666666666667,0.0046875,0.9444444444444444,0.1453125,0,0.7744
image_0775,image_0775-0.png,0.8970156908035278,0.6291666666666667,0.6765625,0.8708333333333333,0.84765625,1,0.843
image_0775,image_0775-1.png,0.8921690583229065,0.6708333333333333,0.17265625,0.7958333333333333,0.28359375,0,0.7764
image_0775,image_0775-2.png,0.871035099029541,0.6805555555555556,0.409375,0.8736111111111111,0.5140625,1,0.818
image_0776,image_0776-0.png,0.9331982731819152,0.5819444444444445,0.096875,0.7888888888888889,0.24765625,1,0.8203
image_0776,image_0776-1.png,0.8640363216400146,0.6458333333333334,0.3484375,0.7861111111111111,0.4421875,0,0.7803
image_0777,image_0777-0.png,0.9186491370201112,0.6194444444444445,0.6890625,0.9027777777777778,0.88125,1,0.8057
image_0777,image_0777-1.png,0.8773731589317322,0.7097222222222223,0.38359375,0.875,0.51171875,1,0.831
image_0778,image_0778-0.png,0.926654040813446,0.6805555555555556,0.33828125,0.8597222222222223,0.46640625,1,0.8066
image_0778,image_0778-1.png,0.911844789981842,0.5347222222222222,0.7546875,0.8583333333333333,0.91171875,0,0.7812
image_0778,image_0778-2.png,0.8258708715438843,0.6208333333333333,0.19609375,0.8361111111111111,0.31953125,0,0.798
image_0779,image_0779-0.png,0.940896213054657,0.5138888888888888,0.2140625,0.7638888888888888,0.33984375,0,0.79
image_0780,image_0780-0.png,0.9262135028839112,0.5833333333333334,0.43515625,0.7694444444444445,0.57265625,1,0.8096
image_0781,image_0781-0.png,0.9213006496429444,0.5416666666666666,0.64609375,0.8402777777777778,0.8015625,0,0.792
image_0781,image_0781-1.png,0.8999673128128052,0.6166666666666667,0.12890625,0.8458333333333333,0.3328125,0,0.756
image_0781,image_0781-2.png,0.865564227104187,0.6763888888888889,0.428125,0.825,0.54921875,0,0.756
image_0782,image_0782-0.png,0.9313338994979858,0.5319444444444444,0.26796875,0.7361111111111112,0.38984375,0,0.794
image_0782,image_0782-1.png,0.8918269276618958,0.575,0.51171875,0.7402777777777778,0.59375,1,0.8105
image_0782,image_0782-2.png,0.8637419939041138,0.6388888888888888,0.6515625,0.7569444444444444,0.77421875,0,0.757
image_0783,image_0783-0.png,0.9100768566131592,0.5222222222222223,0.40703125,0.8361111111111111,0.52734375,1,0.823
image_0784,image_0784-0.png,0.9167116284370422,0.5888888888888889,0.31015625,0.9013888888888888,0.45859375,1,0.8047
